Manufacturer,Part_no,Name,Description,Image,Quantity,Price,Weight,UPC,Condition,
"Turtle Beach","X41 RB","Turtle Beach Ear Force X41 Gaming Headset for Xbox 360","","http://www.2cis.com/images/TurtleBeach_X41.jpg","44","94.74970000","2.00","","Refurbished",
"Turtle Beach","XLC RB","Turtle Beach Ear Force XLC Gaming Headset for Xbox 360","","http://www.2cis.com/images/TurtleBeach_XLC.jpg","284","14.40970000","1.00","","Refurbished",
"Braun","BP5900","Braun BP-5900 ExactFit Plus BP Monitor","","http://www.2cis.com/images/Braun_BP-5900.jpg","223","51.48970000","2.00","","New",
"Samsung","CLX3185 RB","Samsung CLX-3185 Multifunction Laser Printer","","http://www.2cis.com/images/Samsung_CLX-3185XAA.jpg","165","128.73970000","38.00","","Refurbished",
"KEUIRG","B31 RB","Keurig B31 Mini Plus Personal Coffee Maker Brewer","","http://www.2cis.com/images/Keurig_B31.jpg","6","70.02970000","0.00","","Refurbished",
"Panasonic","TC42PX34 RB","Panasonic TC-42PX34 VIERA  42"" Class PX34 Series Plasma HDTV","","http://www.2cis.com/images/PAN_TC-42PX34.jpg","2","411.98970000","62.00","","Refurbished",
"Panasonic","TCP42X3 RB","Panasonic TC-P42X3 VIERA 42"" Class X3 Series Plasma HDTV","","http://www.2cis.com/images/PAN_TC-P42X3.jpg","1","381.08970000","62.00","","Refurbished",
"Sanyo","DP42740 RB","Sanyo DP42740 - 42"" Plasma 720p 600Hz HDTV","","http://www.2cis.com/images/Sanyo_DP42740.jpg","4","360.48970000","65.00","","Refurbished",
"Philips","DC315 RB","Philips DC315 Clock radio for iPod/iPhone","","http://www.2cis.com/images/Philips_DC315.jpg","5","41.18970000","3.00","","Refurbished",
"Philips","DVP3570 RB","Philips DVP3570 DVD player","","http://www.2cis.com/images/Philips_DVP3570.jpg","1","35.00970000","5.00","","Refurbished",
"Uniden","BTSC1500 RB","Uniden BTSC1500 Blue Tooth Travel Kit","","http://www.2cis.com/images/Uniden_BTSC1500.jpg","91","25.73970000","1.00","","Refurbished",
"Memorex","FD05 RB","Memorex FD05PUWNM External Floppy Drive","","http://www.2cis.com/images/Memorex_FD05PUWNM.jpg","20","8.22970000","10.00","","Refurbished",
"Memorex","MRX550 RB","Memorex MRX-550 Internal DVD Recorder","","http://www.2cis.com/images/Memorex_MRX-550.jpg","15","15.43970000","10.00","","Refurbished",
"BUNN","GRXB RB","Bunn-O-Matic GRX-B - 10-cup Black Professional Coffee Brewer","","http://www.2cis.com/images/img150_bunnomatic.jpg","304","64.87970000","7.00","","Refurbished",
"Memorex","MI3K RB","Memorex Mi3X miniMove Portable iPod Speaker System, Black","","http://www.2cis.com/images/Memorex_MI3X_Black.jpg","4","20.58970000","3.00","","Refurbished",
"Panasonic","TCP46X3 RBB","Panasonic TC-P46X3 VIERA 46"" Class X3 Series Plasma HDTV","","http://www.2cis.com/images/PAN_TC-P46X3.jpg","1","484.08970000","71.00","","New",
"Panasonic","WES9025PC","Panasonic WES9025PC Replacement Foil and Blades","","http://www.2cis.com/images/PAN_WES9025PC.jpg","4","49.42970000","1.00","","New",
"Uniden","DECT16804WT RB","Uniden DECT1680-4XT Digital Answering System 4 Handset Bundle - ","","http://www.2cis.com/images/Uniden_DECT1680-4XT.jpg","651","61.78970000","4.00","","Refurbished",
"Panasonic","KXTG6641B RB","Panasonic KX-TG6641B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG6641B.jpg","7","47.36970000","5.00","","Refurbished",
"RIVAL","RGST902 RB","Rival RGST902 - 0.9-cu ft Microwave Oven, Black","","http://www.2cis.com/images/Rival_RGST902.jpg","15","50.45970000","31.00","","Refurbished",
"Uniden","DECT15804WTB RB","4 Handset+ Orange Waterprof Handset","","http://www.2cis.com/images/Uniden_DECT1580-4WTB.jpg","37","68.99970000","4.00","","Refurbished",
"Panasonic","ESLT71S","Panasonic ES-LT71 - 3-Blade Wet/Dry Shaver, Silver","","http://www.2cis.com/images/PAN_ES-LT71_Silver.jpg","2","123.58970000","3.00","","New",
"Panasonic","DMCFX78 RB","Panasonic LUMIX DMC-FX78 12.1 Megapixel Digital Camera, Gold","","http://www.2cis.com/images/PAN_DMC-FX78_Gold.jpg","3","195.68970000","2.00","","Refurbished",
"Panasonic","HDCSD40 RB","Panasonic HDC-SD40 Camcorder with 16.8x Optical Zoom, Black","","http://www.2cis.com/images/PAN_HDC-SD40.jpg","2","159.63970000","2.00","","Refurbished",
"Panasonic","HDCSD90K RB","Panasonic HDC-SD90 HD Camcorder with 26x Optical/40x Intelligent","","http://www.2cis.com/images/PAN_HDC-SD90_Black.jpg","1","308.98970000","3.00","","Refurbished",
"Samsung","LN40B500 RB","Samsung LN40B500 - 40"" 1080P LCD HDTV","","http://www.2cis.com/images/Samsung_LN40B500.jpg","1","514.98970000","43.00","","Refurbished",
"Sanyo","CCARV100 RB","Aircam CCA-RV100/US Surround View Monitoring System","<p><b>Driver Benefits <br/>  </b>Accurate viewing of the surrounding lanes of traffic allowing for safer lane changes. <br/>  Accurate perspective when parking. <br/>  Ability to see obstructions relative to the vehicles proximity. <br/>  Driver will have accurate visual access to all blind spots prior to moving the vehicle. <br/>  Split screen mode for AirCam&trade; view and rear camera view. <br/>  AirCam&trade; is designed to provide the driver with a non distractive reference that requires no learning curve to operate. What appears on the sceen is instantly recognizable. </p>  <p><b>Passenger Safety <br/>  </b>AirCam allows the driver to visually confirm that exiting/entering passengers are clear of the vehicle surroundings prior to moving the vehicle. <br/>  The driver will instantly recognize any objects within the immediate proximity of the vehicle. </p>  <p><b>OEM Benefits<br/>  </b>The AirCam Surround View System is easy to install. Includes 4 cameras, cables, and ECU. (Final calibration required by OEM after installation) <br/>  Adapts to any monitor solution (NTSC composite video input required) <br/>  Can be used as a source for on-board video recorders for incident documentation. <br/>  May reduce overall insurance costs. </p>","http://www.2cis.com/images/Aircam_CCA-RV100.jpg","1","30.88970000","3.00","","Refurbished",
"Turtle Beach","PX5 RB","TURTLE BEACH Ear Force PX5 Programmable Wireless Headset for PS3","","http://www.2cis.com/images/TurtleBeach_PX5.jpg","183","149.33970000","2.00","","Refurbished",
"FLUKE","1503","Fluke 1503 Insulation Resistance Tester","","http://www.2cis.com/images/fluke_1503.jpg","1","324.43970000","0.00","","New",
"FLUKE","787","Fluke 787 ProcessMeter","","http://www.2cis.com/images/Fluke_787.jpg","1","772.48970000","0.00","","New",
"Panasonic","DMCFH2K","Panasonic Lumix DMC-FH2 - 14.1 Megapixels, 4x Optical Zoom Digit","","http://www.2cis.com/images/PAN_DMC-FH2.jpg","2","102.98970000","0.00","","New",
"Samsung","ML2545 RB","Samsung ML-2545 Mono Laser Printer","","http://www.2cis.com/images/Samsung_ML-2545.jpg","6","57.66970000","19.00","","Refurbished",
"Samsung","ML2955DW RB","Samsung ML-2955DW/XAA Mono Laser Single Function Printer (Wirele","","http://www.2cis.com/images/Samsung_ML-2955DW.jpg","41","64.87970000","25.00","","Refurbished",
"Samsung","ML2955ND RB","Samsung ML-2955ND Mono Laser Single Function Printer (Duplex)","","http://www.2cis.com/images/Samsung_ML-2955ND.jpg","60","59.72970000","20.00","","Refurbished",
"Samsung","ML3312ND RB","Samsung ML-3312ND Black & White Laser Printer","","http://www.2cis.com/images/Samsung_ML-3312ND.jpg","93","78.26970000","25.00","","Refurbished",
"Samsung","SCX5530FN RB","Samsung SCX-5530FN Network Ready, Laser Printer, Fax, Copier and","","http://www.2cis.com/images/img150_scx5530.jpg","2","164.78970000","52.00","","Refurbished",
"EXTECH","380280","Extech Instruments 380280 Digital Multimeter","","http://www.2cis.com/images/EXTECH_380280.jpg","2","61.78970000","0.00","","New",
"HOO","FH50005","Hoover FH50005 Quick and Light Carpet Cleaner","","http://www.2cis.com/images/Hoover_FH50005.jpg","6","97.83970000","16.00","","New",
"Panasonic","KXTG7644M RB","Panasonic KX-TG7644M Link-to-cell Bluetooth Cellular Convergence","","http://www.2cis.com/images/PAN_KX-TG7644M.jpg","4","87.53970000","0.00","","Refurbished",
"Uniden","DECT33803 RB","Uniden DECT3380-3R Long Range Cordless Telephone w/Digital Answe","","http://www.2cis.com/images/Uniden_DECT3380-3R.jpg","369","61.78970000","0.00","","Refurbished",
"Samsung","SCX5639FR RB","Samsung SCX-5639FR Black & White Multifunction Laser Printer","","http://www.2cis.com/images/Samsung_SCX-5639FR.jpg","1","278.08970000","44.00","","Refurbished",
"Panasonic","DMCGF3KK RB","Panasonic LUMIX DMC-GF3KK - 12.1 Megapixel Compact System Camera","","http://www.2cis.com/images/PAN_DMC-GF3KK.jpg","11","308.98970000","0.00","","Refurbished",
"Panasonic","WES9979P","Panasonic WES9979P Outer Foil/Inner Blade Combo for Select Panas","","http://www.2cis.com/images/PAN_WES9979P.jpg","1","16.46970000","0.00","","New",
"JACK LA LANE","CL003 RB","Tristar Jack LaLanne CL-003AP Deluxe Juice Machine","","http://www.2cis.com/images/Jack_CL-003AP_Black.jpg","206","66.93970000","0.00","","Refurbished",
"Panasonic","KXTGA660 RB","Panasonic KX-TGA660B DECT 6.0 Plus accessory handset","","http://www.2cis.com/images/PAN_KX-TGA660.jpg","19","22.64970000","1.00","","Refurbished",
"Panasonic","RPHJE280A","Panasonic RP-HJE280 INNER EARBUD, Blue","","http://www.2cis.com/images/PAN_RP-HJE280A.jpg","460","10.28970000","1.00","","New",
"Emerson","MW18121SL RB","Emerson MW18121SL - 1.1 CF Stainless Steel Microwave, Silver","","","1","80.32970000","36.00","","Refurbished",
"Emerson","MW8999RD RB","Emerson MW8999RD - 0.9 CF Microwave, Red","","http://www.2cis.com/images/Emerson_MW8999RD.jpg","10","72.08970000","31.00","","Refurbished",
"Panasonic","TC42PX24","Panasonic TC-42PX24 - 42"" Class Viera X24 Series 720p Plasma","","http://www.2cis.com/images/PAN_TC-50PX24.jpg","3","463.48970000","64.00","","New",
"Samsung","ML3712DW RB","Samsung ML-3712DW Black & White Laser Printer","","http://www.2cis.com/images/Samsung_ML-3712DW.jpg","2","154.48970000","26.00","","Refurbished",
"Samsung","ML3712ND RB","Samsung ML-3712ND Black & White Laser Printer","","http://www.2cis.com/images/Samsung_ML-3712ND.jpg","1","113.28970000","26.00","","Refurbished",
"Panasonic","TCP42C2","Panasonic TC-P42C2 42"" Class Viera C2 Series 720p Plasma TV","","http://www.2cis.com/images/PAN_TC-P42C2.jpg","2","514.98970000","64.00","","New",
"HOO","UH30310B","Hoover UH30310B T-Series WindTunnel Pet Bagged Upright","","http://www.2cis.com/images/Hoover_UH30310B.jpg","20","133.88970000","22.00","","New",
"Panasonic","DMCGF3CW RB","Panasonic DMC-GF3CW LUMIX 12.1 Megapixel Compact System Camera w","","http://www.2cis.com/images/PAN_DMC-GF3CW.jpg","2","319.28970000","2.00","","Refurbished",
"FLUKE","27 II","Fluke 27 II Industrial Rugged Multimeters","","http://www.2cis.com/images/Fluke_27II.jpg","4","406.83970000","3.00","","New",
"JVC","THBS7 RB","JVC H-BS7 Home Theater Speaker System","","http://www.2cis.com/images/JVC_TH-BS7.jpg","10","180.23970000","30.00","","Refurbished",
"Panasonic","DMCFH25S RB","Panasonic LUMIX DMC-FH25 - 16.1 megapixel, 8x Optical Zoom Digit","","http://www.2cis.com/images/PAN_DMC-FH25_Silver.jpg","1","97.83970000","2.00","","Refurbished",
"Olympus","T100 RB","Olympus T-100 - 2 Megapixels, 3x Optical Zoom Digital Camera, Si","","http://www.2cis.com/images/Olympus_T100.jpg","1","51.48970000","1.00","","Refurbished",
"Sony","T99P RB","Sony Cyber-shot T99 - 14.1MP, 4x Optical Zoom Digital Camera, Pi","","http://www.2cis.com/images/Sony_T99_Pink.jpg","1","133.88970000","1.00","","Refurbished",
"Sony","TL225 RB","Samsung TL225 DualView 12.2 Megapixel, 4.6x Optical Zoom Digital","","http://www.2cis.com/images/Samsung_TL225BO.jpg","1","123.58970000","1.00","","Refurbished",
"FLUKE","376","Fluke 376 True-rms AC/DC Clamp Meter with iFlex","","http://www.2cis.com/images/Fluke_376.jpg","2","298.68970000","3.00","","New",
"FLUKE","381","Fluke 381 Remote Display True-rms AC/DC Clamp Meter with iFlex","The Fluke 381 is the first clamp meter with a detachable, remote display and iFlex&trade; flexible current probe for easier, faster, safer measurements.","http://www.2cis.com/images/Fluke_381.jpg","2","391.38970000","4.00","","New",
"Panasonic","DMCZS10K RB","Panasonic LUMIX DMC-ZS10 - 14.1 megapixel, 16x Optical Zoom Digi","<p><b>16x Optical Zoom LEICA DC Lens with 24mm Ultra Wide Angle</b><br/>  Precision quality optics--extremely bright with a powerful, versatile range</p>  <p><b>Full HD Movie Recording</b><br/>  Create beautifully detailed, crisp and vivid movies with 1080 i resolution</p>  <p><b>GPS Function</b><br/>  Tags your photos and videos with place name and cooridinate details for tracking and recalling location of images</p>","http://www.2cis.com/images/PAN_DMC-ZS10_Black.jpg","9","175.08970000","2.00","","Refurbished",
"Haier","CPF12XCK RB","Haier CPF12XCK - 12,000 BTU Portable Air","","http://www.2cis.com/images/Haier_CPF12XCK.jpg","2","288.38970000","69.00","","Refurbished",
"Panasonic","KXTG6513B RB","Panasonic KX-TG6513 Expandable Digital Cordless Phone with 3 Han","","http://www.2cis.com/images/PAN_KX-TG6513.jpg","17","49.42970000","3.00","","Refurbished",
"Panasonic","KXTG9321T RB","Panasonic KX-TG9321T 2-Line DECT 6.0 Expandable Digital Cordless","<p><b>2-Line Operation<br/>  </b>Perfect for home or business, two-line operation means you can conference in two outside lines to have a three-way conversation. Or place your current call on hold to make another call.</p>  <p><b>Silent Mode<br/>  </b>Now you can program each handset to ring or not at your discretion. For example, before you go to sleep, set the bedside handset to Silent Mode so that it wont ring for the duration of your slumber. In the meantime, the handset in another room is unaffected, and rings as usual.</p>  <p><b>Easy-to-read display<br/>  </b>Crystal-clear, white backlit LCD on handset.</p>","http://www.2cis.com/images/PAN_KX-TG9321T.jpg","6","53.54970000","3.00","","Refurbished",
"Samsung","SL502RD RB","Samsung SL502 - 12.2MP Digital Camera, Black","","http://www.2cis.com/images/Samsung_SL502_Red.jpg","1","61.78970000","1.00","","Refurbished",
"Panasonic","DMCFH25K RB","Panasonic LUMIX DMC-FH25 - 16.1 megapixel, 8x Optical Zoom Digit","","http://www.2cis.com/images/PAN_DMC-FH25_Black.jpg","2","97.83970000","2.00","","Refurbished",
"Panasonic","DMPBDT215 RB","Panasonic DMP-BDT215 Full HD 3D Blu-ray Disc Player","","http://www.2cis.com/images/PAN_DMP-BDT215.jpg","516","85.47970000","6.00","","Refurbished",
"Panasonic","SCBTT350 RB","Psnasonic SC-BTT350 Full HD 3D Blu-ray Disc Home Theater System","","http://www.2cis.com/images/PAN_SC-BTT350.jpg","1","236.88970000","24.00","","Refurbished",
"Panasonic","ESRF31S","Panasonic ES-RF31S Pro-Curve ARC IV blade shaver","","http://www.2cis.com/images/PAN_ESRF31S.jpg","184","82.38970000","3.00","","New",
"Panasonic","SCHC05 RB","Panasonic SC-HC05W Compact IPOD Dock Stereo System, White","","http://www.2cis.com/images/PAN_SC-HC05W.jpg","13","61.78970000","6.00","","Refurbished",
"Panasonic","SCHTB15 RB","Panasonic SC-HTB15 Sound Bar Home Theater System","","http://www.2cis.com/images/PAN_SC-HTB15.jpg","1","195.68970000","22.00","","Refurbished",
"Panasonic","SCHTB520 RB","Panasonic SC-HTB520 Home Theater System Sound Bar with Subwoofer","","http://www.2cis.com/images/PAN_SC-HTB520.jpg","8","205.98970000","23.00","","Refurbished",
"Panasonic","RPHTF890S","Panasonic RP-HTF890 Pro Studio Monitor Style Headphones, Silver","","http://www.2cis.com/images/PAN_RP-HTF890_Silver.jpg","30","53.54970000","3.00","","New",
"Samsung","L210 RB","Samsung PL210 Slimmest and Affordable 10x Optical Zoom Camera","","http://www.2cis.com/images/Samsung_PL210_Black.JPG","1","51.48970000","1.00","","Refurbished",
"Samsung","SCX4835FD RB","Samsung SCX-4835FD Monochrome Multifunction Laser Printer","","http://www.2cis.com/images/Samsung_SCX-4835FD.jpg","1","195.68970000","38.00","","Refurbished",
"Panasonic","RPDJS200K","Panasonic RP-DJS200K DJ Street Model, Black","","http://www.2cis.com/images/PAN_RP-DJS200_Black.jpg","476","19.55970000","1.00","","New",
"Sharp","UXB800 RB","Sharp UXB800 FAX MACHINE","","http://www.2cis.com/images/Sharp_UXB800.jpg","208","25.73970000","14.00","","Refurbished",
"Haier","CPN14XC RB","Haier CPN14XC9 - 14,000 BTU Portable Air Conditioner","","http://www.2cis.com/images/Haier_CPN14XC9.jpg","3","350.18970000","90.00","","Refurbished",
"Panasonic","DMCGF3CK","Panasonic DMC-GF3CK LUMIX 12.1 Megapixel Compact System Camera w","","http://www.2cis.com/images/PAN_DMC-GF3CK.jpg","1","401.68970000","2.00","","New",
"Samsung","SCX3405FW RB","Samsung SCX-3405FW Multi-Function Printer","","http://www.2cis.com/images/Samsung_SCX-3405FW.jpg","2","102.98970000","21.00","","Refurbished",
"Remington","MS900","Remington MS900 Powerclean Men's Shaving System","","http://www.2cis.com/images/Remington_MS900.jpg","60","36.03970000","3.00","","New",
"Panasonic","DMCFH5K RB","Panasonic LUMIX DMC-FH5 - 16.1 megapixel, 4x Optical Zoom Digita","","http://www.2cis.com/images/PAN_DMC-FH5_Black.jpg","1","102.98970000","2.00","","Refurbished",
"Panasonic","DMCGX1KK","Panasonic LUMIX DMC-GX1KK - 16 Megapixel Compact System Camera w","","http://www.2cis.com/images/PAN_DMC-GX1KK.jpg","3","648.88970000","3.00","","New",
"Panasonic","KXTG9471B","Panasonic KX-TG9471B Two Line Expandable Digital Answering Syste","","http://www.2cis.com/images/PAN_KX-TG9471B.jpg","9","159.63970000","4.00","","New",
"Panasonic","SCHTB15CP RB","Panasonic SC-HTB15CP Sound Bar Home Theater System","","http://www.2cis.com/images/PAN_SC-HTB15SC.jpg","186","164.78970000","22.00","","Refurbished",
"Panasonic","KXTGA106M RB","Panasonic KX-TGA106M Additional Digital Cordless Handset","","http://www.2cis.com/images/PAN_KX-TGA106M.jpg","7","23.67970000","1.00","","Refurbished",
"Certified USA","T6374","T6374 Tilt Wall Mount 37-60"" w/Bubble Level","","http://www.2cis.com/images/Wallmount_T6374.jpg","14","56.63970000","16.00","","New",
"Panasonic","KXTG4773B","Panasonic KX-TG4773B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4773B.jpg","1","113.28970000","5.00","","New",
"Panasonic","KXTS880W","Panasonic KX-TS880W Integrated Phone System","","http://www.2cis.com/images/PAN_KX-TS880W.jpg","49","46.66930000","2.00","","New",
"Panasonic","KXTG4732B","Panasonic KX-TG4732B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4732B.jpg","2","72.08970000","2.00","","New",
"Haier","HVUEB06 RB","Haier HVUEB06 - 6 Bottle Wine Cellar Interior Light","","http://www.2cis.com/images/Haier_HVUEB06BBB.jpg","3","72.08970000","20.00","","Refurbished",
"Uniden","DECT14804 RB","Uniden DECT1480-4 DECT 6.0 Cordless Digital Answering System","","http://www.2cis.com/images/Uniden_DECT1480-4.jpg","11","49.42970000","4.00","","Refurbished",
"Uniden","DECT21804 RB","Uniden DECT2180-4 DECT 6.0 Cordless Digital Answering System wit","","http://www.2cis.com/images/Uniden_DECT2180-4.jpg","1","54.57970000","4.00","","Refurbished",
"DIR","ND20500PC","Dirt Devil ND20500PC Leaf Blower Blower and Vac in one unit","","http://www.2cis.com/images/DirtDevil_ND20500PC.jpg","1","56.63970000","12.00","","New",
"Panasonic","RPHTF600S","Panasonic RP-HTF600S Premium Monitor Style Headphone","","http://www.2cis.com/images/PAN_RP-HTF600_Silver.jpg","4","37.06970000","1.00","","New",
"Philips","DC290 RB","Philips DC290B Docking system for iPod/iPhone","","http://www.2cis.com/images/Philips_DC290B.jpg","1","51.48970000","4.00","","Refurbished",
"Philips","DS7550 RB","Philips Fidelio DS7550 Docking speaker","","http://www.2cis.com/images/Philips_DS7550.jpg","5","56.63970000","2.00","","Refurbished",
"Uniden","D2997 RB","Uniden D2997 DECT 6.0 Cordless Phone with Digital Answering Syst","","http://www.2cis.com/images/Uniden_D2997.jpg","1","25.73970000","1.00","","Refurbished",
"Panasonic","RPDJS200W","Panasonic RP-DJS200W DJ Street Model, White","","http://www.2cis.com/images/PAN_RP-DJS200W.jpg","1079","19.55970000","1.00","","New",
"Panasonic","RPHC200K","Panasonic RP-HC200 Noise Cancelling Headphones","","http://www.2cis.com/images/PAN_RP-HC200K.jpg","2","40.15970000","1.00","","New",
"RCA","DR630 RB","RCA DRC630N Portable DVD Player No Accessories","","http://www.2cis.com/images/RCA_DRC630N.jpg","80","36.03970000","3.00","","Refurbished",
"Turtle Beach","XP500 RB","Turtle Beach Ear Force XP500 Programmable Wireless Surround Soun","","http://www.2cis.com/images/TurtleBeach_XP500.jpg","99","152.42970000","3.00","","Refurbished",
"Panasonic","DMCGF3CR RB","Panasonic DMC-GF3CR LUMIX 12.1 Megapixel Compact System Camera w","","http://www.2cis.com/images/PAN_DMC-GF3CR.jpg","1","375.93970000","2.00","","Refurbished",
"Panasonic","SDRT70K RB","Panasonic SDR-T70K Camcorder with 78x Optical Zoom, 4GB Built-in","","http://www.2cis.com/images/PAN_SDR-T70_Black.jpg","2","152.42970000","2.00","","Refurbished",
"Panasonic","KXTGA402N RB","Panasonic KX-TGA402N DECT 6.0 Plus Technology Extra Handset","","http://www.2cis.com/images/PAN_KX-TGA402N.jpg","82","19.55970000","2.00","","Refurbished",
"Peerless","FPAUL","Peerless Equamount FPA-UL Articulating Wall Mount up to 800x400 ","","http://www.2cis.com/images/Equamount_FPA-UL.jpg","8","139.03970000","11.00","","New",
"Peerless","FPF2V","Peerless Equamount FPF-2V VESA 200 Flat Wall Mount","","http://www.2cis.com/images/Peerless_FPF-2V.jpg","1475","23.67970000","5.00","","New",
"Peerless","FPFUL","Peerless Equamount FPF-UL Universal to 800x400 Flat Wall Mount f","","http://www.2cis.com/images/Peerless_FPF-UL.jpg","1963","36.03970000","8.00","","New",
"Peerless","FPFUM","Peerless Equamount FPF-UM Universal Wall Mount to 500x400 for 26","","http://www.2cis.com/images/Peerless_FPF-UM.jpg","1482","36.03970000","5.00","","New",
"Peerless","FPS2V","Peerless Equamount FPS-2V VESA 200 Pivoting Wallmount for 10-37 ","","http://www.2cis.com/images/Peerless_FPS-2V.jpg","139","30.79700000","5.00","","New",
"Peerless","FPTUL","Peerless Equamount FPT-UL Universal Flat Panel Tilt Wall Mount 3","","http://www.2cis.com/images/Peerless_FPT-UL.jpg","109","36.03970000","10.00","","New",
"Peerless","FPTUM","Peerless Equamount FPT-UM Tilting Universal Wall Mount to 500x40","","http://www.2cis.com/images/Peerless_FPT-UM.jpg","686","36.03970000","11.00","","New",
"Peerless","SA771PU","Peerless SA771PU Articulating LCD/Plasma Wall Arm 37"" - 71""","","http://www.2cis.com/images/Peerless_SA771PU.jpg","3","278.08970000","71.00","","New",
"Peerless","SUA745PV","Peerless SUA745PU Ultra Slim Articulating Wall Arm for 32-46 inc","","http://www.2cis.com/images/Peerless_SUA745PU.jpg","7","236.88970000","3.00","","New",
"Peerless","TVF100","TruVue Universal Flat Wall Mount For 10""-24"" TVs 35lb","","http://www.2cis.com/images/Peerless_TVF100.jpg","1465","18.52970000","0.00","","New",
"Panasonic","DMCFH25V RB","Panasonic LUMIX DMC-FH25 - 16.1 megapixel, 8x Optical Zoom Digit","","http://www.2cis.com/images/PAN_DMC-FH25_Violet.jpg","1","97.83970000","2.00","","Refurbished",
"Panasonic","DMCZS19K RB","Panasonic DMC-ZS19 - 14.1 Megapixel, 20x Optical Zoom Digital Ca","","http://www.2cis.com/images/PAN_DMC-ZS19.jpg","1064","175.08970000","2.00","","Refurbished",
"Emerson","CR180 RB","Emerson CR180 - 1.8 Cu. Ft Compact Refrigerator","","http://www.2cis.com/images/Emerson_CR180.jpg","35","92.68970000","37.00","","Refurbished",
"Haier","HBCN05FVS RB","Haier HBCN05FVS 150-Can Beverage Center, Black","","http://www.2cis.com/images/Haier_HBCN05FVS.jpg","9","216.28970000","73.00","","Refurbished",
"Haier","HPIMD25B RB","Haier HPIMD25B Portable Countertop Single Glass Ice Maker, Black","","http://www.2cis.com/images/Haier_HPIMD25B.jpg","1","113.28970000","26.00","","Refurbished",
"Panasonic","KXTG6512B","Panasonic KX-TG6512B Expandable Digital Cordless Phone with 2 Ha","","http://www.2cis.com/images/PAN_KX-TG6512B.jpg","12","57.00020000","2.00","","New",
"Panasonic","RPHX40PK","Panasonic RP-HX40 Light Weight On-Ear Monitors Headphones, Pink/","","http://www.2cis.com/images/PAN_RP-HX40_Pink_Black.jpg","37","24.70970000","1.00","","New",
"Uniden","DCX1588 RB","Uniden Accessory Handset for DECT1588 with Charging Cradle","","http://www.2cis.com/images/Uniden_DCX150.jpg","47","20.58970000","2.00","","Refurbished",
"Uniden","DCX3080 RB","Uniden DCX300 Accessory Handset w/ Charger","","http://www.2cis.com/images/Uniden_DCX300.jpg","2","20.58970000","2.00","","Refurbished",
"HOO","UH70015 RB","Hoover UH70015 Platinum Collection Cyclonic Bagless Upright Vacu","","http://www.2cis.com/images/Hoover_UH70015.jpg","2","139.05000000","25.00","","Refurbished",
"HOO","UH70400 RB","Hoover UH70400 WindTunnel Air Bagless Upright Vacuum Cleaner","","http://www.2cis.com/images/Hoover_UH70400.jpg","1","102.98970000","17.00","","Refurbished",
"Audiovox","D1708B RB","Audiovox D1708B - 7-Inch Portable DVD Player","","http://www.2cis.com/images/Audiovox_D1708B.jpg","2","46.33970000","3.00","","Refurbished",
"Audiovox","D1708ESB RB","Audiovox D1708ESB Dual Screen Portable DVD player","","http://www.2cis.com/images/Audiovox_D1708ESB.jpg","3","59.72970000","3.00","","Refurbished",
"Panasonic","BBHGW700A","Panasonic BB-HGW700A Camera Management System","","http://www.2cis.com/images/PAN_BB-HGW700A.jpg","73","195.68970000","2.00","","New",
"Panasonic","BLPA300A","Panasonic BL-PA300A - HD-PLC Ethernet Adaptor","","http://www.2cis.com/images/PAN_BL-PA300A.jpg","33","51.48970000","2.00","","New",
"Panasonic","BLPA300KTA","Panasonic BL-PA300KTA - HD-PLC Double Pack Ethernet Adaptor","","http://www.2cis.com/images/PAN_BL-PA300KTA.jpg","117","102.98970000","1.00","","New",
"Haier","HVTB18AB RB","Haier HVTB18DAB 18-bottle Wine Cellar Dual Zone Touch Screen","","http://www.2cis.com/images/Haier_HVTB18DABB.jpg","25","118.43970000","38.00","","Refurbished",
"Panasonic","RPHJE280D","Panasonic RP-HJE280 INNER EARBUD, Orange","","http://www.2cis.com/images/PAN_RP-HJE280_Orange.jpg","159","10.28970000","1.00","","New",
"Panasonic","RPHJE280G","Panasonic RP-HJE280 INNER EARBUD, Green","","http://www.2cis.com/images/PAN_RP-HJE280_Green.jpg","459","10.28970000","1.00","","New",
"Panasonic","RPHJE280R","Panasonic RP-HJE280 INNER EARBUD, Red","","http://www.2cis.com/images/PAN_RP-HJE280_Red.jpg","464","10.28970000","1.00","","New",
"Panasonic","RPHJE280S","Panasonic RP-HJE280 INNER EARBUD, Silver","","http://www.2cis.com/images/PAN_RP-HJE280_Silver.jpg","971","10.28970000","1.00","","New",
"FLUKE","179","Fluke 179 Series Digital Multimeters","","http://www.2cis.com/images/Fluke_179.jpg","2","216.28970000","2.00","","New",
"Hamilton Beach","HBP100B RB","Hamilton Beach HB-P100N30AL-S3B - 1.1 CF Microwave Oven, Black","","http://www.2cis.com/images/Hamilton_HB-P100N30AL-S3B_Black.jpg","1","61.78970000","38.00","","Refurbished",
